DATE,STATE,DISTRICT,CITY_TIER,PINCODE_COUNT,AGE_0_5,AGE_5_17,AGE_18_GREATER,TOTAL_POPULATION
2025-10-29,Chhattisgarh,Narayanpur,Tier 3,1,5,0,0,5
2025-11-09,Meghalaya,South West Garo Hills,Tier 3,1,1,2,0,3
2025-09-29,Rajasthan,Tonk,Tier 3,3,3,1,0,4
2025-09-28,Haryana,Panchkula,Tier 3,2,2,0,0,2
2025-06-01,Madhya Pradesh,Barwani,Tier 3,2,1067,1106,60,2233
2025-06-01,Nagaland,Dimapur,Tier 3,1,105,240,32,377
2025-10-13,Jammu and Kashmir,Kulgam,Tier 3,2,19,9,0,28
2025-10-22,Assam,Barpeta,Tier 3,1,1,0,0,1
2025-09-28,Madhya Pradesh,Sidhi,Tier 3,1,1,0,0,1
2025-11-04,Gujarat,Surendranagar,Tier 3,2,1,1,0,2
2025-11-04,Uttar Pradesh,Deoria,Tier 3,1,1,0,0,1
2025-07-01,Bihar,Patna,Tier 2,3,508,1551,51,2110
2025-11-04,Uttar Pradesh,Sultanpur,Tier 3,4,2,2,0,4
2025-10-18,Mizoram,Kolasib,Tier 3,1,1,0,0,1
2025-09-10,Andaman and Nicobar Islands,Nicobars,Tier 3,2,5,0,0,5
2025-10-25,Bihar,Paschim Champaran,Tier 3,1,0,1,0,1
2025-10-19,Arunachal Pradesh,Kurung Kumey,Tier 3,1,1,0,0,1
2025-06-01,Mizoram,Lawngtlai,Tier 3,1,119,43,11,173
2025-09-27,Andhra Pradesh,NTR,Tier 3,3,3,0,0,3
2025-11-07,Madhya Pradesh,Niwari,Tier 3,1,1,0,0,1
2025-10-23,Gujarat,Surendranagar,Tier 3,1,1,0,0,1
2025-09-26,Tripura,Khowai,Tier 3,1,0,1,0,1
2025-10-25,Chhattisgarh,Gaurella Pendra Marwahi,Tier 3,1,2,0,0,2
2025-06-01,Assam,Sonitpur,Tier 3,1,97,110,77,284
2025-09-05,Nagaland,Phek,Tier 3,1,0,1,0,1
2025-09-30,Madhya Pradesh,Shivpuri,Tier 3,1,0,1,0,1
2025-09-07,Andhra Pradesh,Alluri Sitharama Raju,Tier 3,1,1,0,0,1
2025-09-14,Gujarat,Patan,Tier 3,2,1,1,0,2
2025-09-30,Bihar,Chhatrapati Sambhajinagar,Tier 3,4,0,4,0,4
2025-09-20,Meghalaya,North Garo Hills,Tier 3,2,7,14,0,21
2025-09-19,Arunachal Pradesh,Tirap,Tier 3,1,1,1,0,2
2025-12-27,Arunachal Pradesh,Lower Subansiri,Tier 3,2,1,2,0,3
2025-11-04,Gujarat,Bhavnagar,Tier 2,1,1,0,0,1
2025-04-01,Tripura,Unakoti,Tier 3,1,19,16,15,50
2025-05-01,Gujarat,Dang,Tier 3,2,174,49,38,261
2025-10-15,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,0,1,0,1
2025-11-19,Himachal Pradesh,Kinnaur,Tier 3,1,0,1,0,1
2025-03-09,Haryana,Faridabad,Tier 2,1,80,60,10,150
2025-09-21,Madhya Pradesh,Sheopur,Tier 3,1,1,1,0,2
2025-10-22,Tamil Nadu,Kanyakumari,Tier 3,1,1,0,0,1
2025-09-01,Arunachal Pradesh,East Kameng,Tier 3,1,2,1,0,3
2025-11-17,Arunachal Pradesh,Shi-yomi,Tier 3,1,0,1,0,1
2025-09-25,Bihar,Paschim Champaran,Tier 3,1,0,1,0,1
2025-09-14,Tamil Nadu,Chengalpattu,Tier 3,1,1,0,0,1
2025-09-19,Manipur,Tamenglong,Tier 3,2,2,3,0,5
2025-10-30,Nagaland,Kiphire,Tier 3,1,8,23,0,31
2025-12-25,Arunachal Pradesh,West Kameng,Tier 3,1,0,1,0,1
2025-12-27,Telangana,Peddapalli,Tier 3,1,0,1,0,1
2025-09-28,Uttar Pradesh,Hapur,Tier 3,1,1,0,0,1
2025-11-08,Arunachal Pradesh,Changlang,Tier 3,1,5,14,0,19
2025-03-27,Uttar Pradesh,Maharajganj,Tier 3,1,11,56,22,89
2025-05-01,Madhya Pradesh,Vidisha,Tier 3,1,209,43,15,267
2025-09-08,Arunachal Pradesh,Kurung Kumey,Tier 3,1,1,1,0,2
2025-09-30,Assam,West Karbi Anglong,Tier 3,1,1,0,0,1
2025-09-11,Manipur,Jiribam,Tier 3,1,1,0,0,1
2025-10-31,Arunachal Pradesh,Kurung Kumey,Tier 3,1,1,2,0,3
2025-10-18,Arunachal Pradesh,Longding,Tier 3,1,1,1,0,2
2025-09-14,Andhra Pradesh,Parvathipuram Manyam,Tier 3,1,1,0,0,1
2025-09-07,Punjab,Rupnagar,Tier 3,1,1,0,0,1
2025-11-16,Manipur,Kakching,Tier 3,1,2,1,0,3
2025-11-04,Haryana,Nuh,Tier 3,1,3,0,0,3
2025-10-19,Chhattisgarh,Narayanpur,Tier 3,1,4,4,0,8
2025-11-09,Nagaland,Tseminyu,Tier 3,1,0,0,2,2
2025-11-01,Arunachal Pradesh,Lower Subansiri,Tier 3,1,0,1,0,1
2025-09-21,Jammu and Kashmir,Udhampur,Tier 3,1,2,1,0,3
2025-11-17,Assam,Tamulpur,Tier 3,1,1,0,0,1
2025-06-01,Telangana,Medchal-Malkajgiri,Tier 3,1,159,119,20,298
2025-12-21,Madhya Pradesh,Mauganj,Tier 3,2,2,0,0,2
2025-11-13,Manipur,Ukhrul,Tier 3,2,2,3,0,5
2025-11-18,Arunachal Pradesh,West Siang,Tier 3,1,1,0,0,1
2025-09-06,Jammu and Kashmir,Ganderbal,Tier 3,3,15,0,0,15
2025-09-21,Gujarat,Mahesana,Tier 3,1,1,0,0,1
2025-06-01,Bihar,Lakhisarai,Tier 3,1,298,478,10,786
2025-03-27,Madhya Pradesh,Bhind,Tier 3,1,17,15,11,43
2025-05-01,Bihar,Gopalganj,Tier 3,2,385,495,27,907
2025-05-01,Gujarat,Valsad,Tier 3,1,277,101,20,398
2025-07-01,Maharashtra,Ahmednagar,Tier 3,2,182,158,28,368
2025-09-28,Tamil Nadu,Vellore,Tier 2,2,1,2,0,3
2025-09-05,Gujarat,Kheda,Tier 3,1,1,0,0,1
2025-10-16,Punjab,Mansa,Tier 3,5,5,1,0,6
2025-09-20,Arunachal Pradesh,Papum Pare,Tier 3,1,0,1,0,1
2025-10-29,Arunachal Pradesh,West Siang,Tier 3,1,1,0,0,1
2025-11-16,Tripura,Sepahijala,Tier 3,4,16,5,0,21
2025-11-25,Tripura,Khowai,Tier 3,3,2,3,0,5
2025-11-12,Chhattisgarh,Narayanpur,Tier 3,1,2,1,0,3
2025-10-20,Punjab,Barnala,Tier 3,2,2,0,0,2
2025-10-23,Andhra Pradesh,Visakhapatnam,Tier 2,1,0,0,1,1
2025-10-20,Punjab,Shaheed Bhagat Singh Nagar,Tier 3,1,1,0,0,1
2025-10-22,West Bengal,Murshidabad,Tier 3,2,1,1,0,2
2025-10-23,Punjab,Amritsar,Tier 2,1,0,0,1,1
2025-11-02,Assam,Tamulpur,Tier 3,2,1,2,0,3
2025-09-15,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,1,1,0,0,1
2025-10-21,Ladakh,Kargil,Tier 3,2,0,2,0,2
2025-04-01,Gujarat,Navsari,Tier 3,1,133,10,33,176
2025-09-28,Assam,Dima Hasao,Tier 3,1,0,1,0,1
2025-10-28,Nagaland,Noklak,Tier 3,1,0,8,0,8
2025-11-01,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,0,1,0,1
2025-10-22,Kerala,Malappuram,Tier 3,1,1,0,0,1
2025-09-07,Punjab,S.A.S Nagar,Tier 3,2,2,0,0,2
2025-09-17,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,1,0,1,0,1
2025-11-13,Madhya Pradesh,Mauganj,Tier 3,1,4,0,0,4
2025-11-01,Rajasthan,Baran,Tier 3,4,3,1,0,4
2025-09-05,Delhi,South East Delhi,Tier 1,1,0,2,0,2
2025-09-05,Uttar Pradesh,Lalitpur,Tier 3,4,9,0,2,11
2025-09-06,Jharkhand,Latehar,Tier 3,8,22,16,0,38
2025-10-13,Uttar Pradesh,Hapur,Tier 3,6,36,22,0,58
2025-10-22,Uttar Pradesh,Rampur,Tier 3,1,1,0,0,1
2025-09-05,Tamil Nadu,Salem,Tier 2,1,3,0,0,3
2025-09-28,Himachal Pradesh,Shimla,Tier 2,1,1,0,0,1
2025-09-30,Arunachal Pradesh,Longding,Tier 3,1,2,12,0,14
2025-09-21,Delhi,New Delhi,Tier 1,1,0,1,0,1
2025-12-29,Nagaland,Phek,Tier 3,1,0,1,0,1
2025-09-27,Himachal Pradesh,Kinnaur,Tier 3,1,1,0,0,1
2025-09-10,Himachal Pradesh,Kinnaur,Tier 3,3,2,1,0,3
2025-09-05,Arunachal Pradesh,Anjaw,Tier 3,1,3,0,0,3
2025-09-28,Nagaland,Peren,Tier 3,1,0,0,1,1
2025-09-09,Madhya Pradesh,Agar Malwa,Tier 3,6,36,14,0,50
2025-12-26,Mizoram,Saiha,Tier 3,1,4,0,0,4
2025-11-05,Meghalaya,Eastern West Khasi Hills,Tier 3,1,0,1,0,1
2025-11-09,Tamil Nadu,Ranipet,Tier 3,1,1,0,0,1
2025-09-14,Assam,Kokrajhar,Tier 3,2,8,1,0,9
2025-12-21,Arunachal Pradesh,Dibang Valley,Tier 3,1,1,0,0,1
2025-10-22,Maharashtra,Amravati,Tier 2,1,1,0,0,1
2025-12-31,Manipur,Jiribam,Tier 3,1,0,3,0,3
2025-11-19,Andaman and Nicobar Islands,Nicobars,Tier 3,1,4,0,0,4
2025-12-22,Rajasthan,Salumbar,Tier 3,1,1,0,0,1
2025-09-15,Sikkim,West Sikkim,Tier 3,2,1,1,0,2
2025-09-16,Nagaland,Longleng,Tier 3,1,1,0,0,1
2025-03-09,Uttar Pradesh,Ghaziabad,Tier 2,1,50,113,11,174
2025-07-01,Assam,West Karbi Anglong,Tier 3,2,116,148,118,382
2025-09-02,Himachal Pradesh,Sirmaur,Tier 3,5,5,0,1,6
2025-09-21,West Bengal,Kolkata,Tier 1,4,3,1,0,4
2025-10-21,Uttar Pradesh,Shamli,Tier 3,5,8,4,0,12
2025-09-03,Arunachal Pradesh,Upper Subansiri,Tier 3,1,0,2,0,2
2025-06-01,Haryana,Ambala,Tier 3,1,245,23,13,281
2025-09-06,Nagaland,Mokokchung,Tier 3,1,0,1,0,1
2025-10-28,Nagaland,Kohima,Tier 3,3,0,4,0,4
2025-10-21,Nagaland,Shamator,Tier 3,1,0,1,0,1
2025-09-23,Nagaland,Zunheboto,Tier 3,2,2,4,0,6
2025-10-29,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,1,0,0,1
2025-12-25,Andhra Pradesh,Parvathipuram Manyam,Tier 3,3,4,0,0,4
2025-10-24,Andaman and Nicobar Islands,Nicobars,Tier 3,1,1,2,0,3
2025-10-15,Nagaland,Shamator,Tier 3,1,0,5,0,5
2025-11-11,Tripura,Gomati,Tier 3,2,0,2,0,2
2025-11-14,Jharkhand,Simdega,Tier 3,5,10,7,0,17
2025-09-27,Jammu and Kashmir,Bandipore,Tier 3,4,9,4,0,13
2025-10-20,Andhra Pradesh,Annamayya,Tier 3,1,0,1,0,1
2025-10-25,Manipur,Jiribam,Tier 3,1,1,1,0,2
2025-10-30,Nagaland,Noklak,Tier 3,1,0,2,0,2
2025-11-16,Meghalaya,South West Khasi Hills,Tier 3,2,2,5,0,7
2025-10-22,Telangana,Mahabubnagar,Tier 3,1,1,0,0,1
2025-09-28,Maharashtra,Jalna,Tier 3,1,2,0,0,2
2025-12-22,Nagaland,Zunheboto,Tier 3,1,1,0,0,1
2025-07-01,Kerala,Kannur,Tier 2,1,17,38,15,70
2025-09-01,Manipur,Kakching,Tier 3,1,1,1,0,2
2025-09-21,Gujarat,Amreli,Tier 3,1,1,0,0,1
2025-03-20,Assam,Baksa,Tier 3,1,11,14,13,38
2025-03-15,Meghalaya,Jaintia Hills,Tier 3,1,92,17,30,139
2025-05-01,Assam,Jorhat,Tier 3,1,17,24,13,54
2025-07-01,Uttar Pradesh,Jhansi,Tier 2,1,78,76,13,167
2025-07-01,Tripura,Gomati,Tier 3,1,69,45,10,124
2025-09-21,Punjab,Fazilka,Tier 3,1,1,1,0,2
2025-09-23,Nagaland,Niuland,Tier 3,1,0,1,0,1
2025-11-14,Meghalaya,Eastern West Khasi Hills,Tier 3,1,0,3,0,3
2025-11-08,Arunachal Pradesh,Lower Subansiri,Tier 3,1,2,0,0,2
2025-10-31,Arunachal Pradesh,Tawang,Tier 3,1,0,1,0,1
2025-09-14,Sikkim,West Sikkim,Tier 3,1,1,0,0,1
2025-11-06,Arunachal Pradesh,Tawang,Tier 3,1,1,0,0,1
2025-09-23,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,1,1,0,2
2025-11-07,Arunachal Pradesh,East Siang,Tier 3,1,1,1,0,2
2025-09-24,Meghalaya,West Khasi Hills,Tier 3,2,6,15,8,29
2025-10-13,Arunachal Pradesh,Kra Daadi,Tier 3,1,1,2,0,3
2025-09-28,Gujarat,Vadodara,Tier 2,1,0,1,0,1
2025-09-07,Himachal Pradesh,Bilaspur,Tier 2,1,1,0,0,1
2025-09-09,Arunachal Pradesh,Lohit,Tier 3,1,1,1,0,2
2025-11-01,Sikkim,Mangan,Tier 3,1,1,0,0,1
2025-10-22,Assam,Biswanath,Tier 3,1,1,0,0,1
2025-10-21,Gujarat,Porbandar,Tier 3,2,6,0,0,6
2025-11-16,Nagaland,Shamator,Tier 3,1,0,1,0,1
2025-09-28,Karnataka,Mandya,Tier 3,1,1,0,0,1
2025-09-20,Meghalaya,Ri Bhoi,Tier 3,1,2,6,0,8
2025-10-29,Gujarat,Jamnagar,Tier 2,2,2,0,1,3
2025-10-29,Bihar,Munger,Tier 3,7,4,6,0,10
2025-09-02,Uttarakhand,Uttarkashi,Tier 3,3,4,0,0,4
2025-11-11,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,1,0,0,1
2025-11-06,Arunachal Pradesh,East Kameng,Tier 3,1,1,1,1,3
2025-11-14,Chhattisgarh,Sukma,Tier 3,1,2,2,0,4
2025-09-30,Tamil Nadu,Theni,Tier 3,1,0,1,0,1
2025-09-14,Telangana,Suryapet,Tier 3,2,3,0,0,3
2025-10-21,Telangana,Yadadri,Tier 3,3,5,0,0,5
2025-07-01,Assam,Dima Hasao,Tier 3,1,83,51,14,148
2025-10-22,Madhya Pradesh,Panna,Tier 3,1,1,0,0,1
2025-09-28,Tamil Nadu,Namakkal,Tier 3,1,1,0,0,1
2025-10-21,Madhya Pradesh,Gwalior,Tier 2,1,1,0,0,1
2025-09-30,Andhra Pradesh,Chittoor,Tier 3,1,1,0,0,1
2025-09-14,Punjab,Pathankot,Tier 3,1,1,0,0,1
2025-10-23,Tamil Nadu,Vellore,Tier 2,1,1,0,0,1
2025-10-22,Uttar Pradesh,Saharanpur,Tier 2,1,1,0,0,1
2025-12-29,Delhi,South East Delhi,Tier 1,1,1,0,0,1
2025-09-28,Jammu and Kashmir,Rajouri,Tier 3,1,0,1,0,1
2025-12-23,Arunachal Pradesh,Namsai,Tier 3,1,1,0,0,1
2025-11-04,Tamil Nadu,Tiruppur,Tier 3,1,1,0,0,1
2025-12-27,Nagaland,Noklak,Tier 3,1,0,3,0,3
2025-05-01,Uttar Pradesh,Chandauli,Tier 3,1,214,191,14,419
2025-09-29,Gujarat,Gir Somnath,Tier 3,1,1,0,0,1
2025-09-07,Himachal Pradesh,Una,Tier 3,1,1,0,0,1
2025-09-14,Tamil Nadu,Salem,Tier 2,2,3,0,0,3
2025-09-14,Gujarat,Dahod,Tier 2,2,3,0,0,3
2025-10-16,Jammu and Kashmir,Kulgam,Tier 3,1,1,0,0,1
2025-09-13,Nagaland,Wokha,Tier 3,1,0,1,0,1
2025-10-19,Jammu and Kashmir,Kulgam,Tier 3,2,15,3,0,18
2025-09-23,Arunachal Pradesh,Changlang,Tier 3,1,1,0,0,1
2025-09-12,Meghalaya,South West Khasi Hills,Tier 3,3,3,10,8,21
2025-10-23,Rajasthan,Bharatpur,Tier 3,2,2,0,0,2
2025-09-07,Telangana,Mulugu,Tier 3,1,7,0,0,7
2025-12-29,Assam,Dima Hasao,Tier 3,3,5,4,0,9
2025-11-17,Tripura,Gomati,Tier 3,2,1,1,0,2
2025-12-21,Madhya Pradesh,Pandhurna,Tier 3,1,1,0,0,1
2025-10-24,Mizoram,Mamit,Tier 3,2,1,1,0,2
2025-07-01,Bihar,Munger,Tier 3,1,241,445,13,699
2025-11-03,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,1,0,0,1
2025-11-17,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,2,0,0,2
2025-09-05,Tamil Nadu,Tenkasi,Tier 3,1,1,0,0,1
2025-11-18,Sikkim,Mangan,Tier 3,1,1,0,0,1
2025-10-24,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Tier 3,2,3,2,0,5
2025-10-30,Assam,Tamulpur,Tier 3,1,1,0,0,1
2025-09-30,Karnataka,Dakshina Kannada,Tier 3,2,3,0,0,3
2025-10-22,Bihar,Araria,Tier 3,1,2,0,0,2
2025-11-11,Himachal Pradesh,Lahaul and Spiti,Tier 3,1,1,0,0,1
2025-10-20,Gujarat,Navsari,Tier 3,1,1,0,0,1
2025-10-30,Manipur,Kakching,Tier 3,1,0,1,0,1
2025-10-28,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,1,2,0,0,2
2025-11-03,Mizoram,Lawngtlai,Tier 3,1,2,0,0,2
2025-11-04,Maharashtra,Ratnagiri,Tier 3,1,1,0,0,1
2025-09-02,Arunachal Pradesh,East Siang,Tier 3,1,6,1,0,7
2025-11-04,Tamil Nadu,Tiruvannamalai,Tier 2,1,1,0,0,1
2025-10-27,Chhattisgarh,Gaurella Pendra Marwahi,Tier 3,1,1,0,0,1
2025-09-05,Arunachal Pradesh,Kamle,Tier 3,1,0,1,0,1
2025-09-30,Tamil Nadu,Namakkal,Tier 3,2,1,1,0,2
2025-09-21,Punjab,S.A.S Nagar,Tier 3,2,2,0,0,2
2025-09-30,Maharashtra,Nanded,Tier 2,1,1,0,0,1
2025-07-01,Rajasthan,Sikar,Tier 3,1,461,178,11,650
2025-10-22,Uttar Pradesh,Mau,Tier 3,1,0,1,0,1
2025-11-13,Delhi,North Delhi,Tier 1,3,16,5,0,21
2025-12-23,Mizoram,Lawngtlai,Tier 3,1,1,0,0,1
2025-11-04,Uttar Pradesh,Ghaziabad,Tier 2,1,1,0,0,1
2025-05-01,Assam,Nalbari,Tier 3,2,134,75,37,246
2025-12-21,Chhattisgarh,Gaurella Pendra Marwahi,Tier 3,1,1,0,0,1
2025-11-17,Jharkhand,Simdega,Tier 3,2,2,1,0,3
2025-11-16,Mizoram,Champhai,Tier 3,2,1,1,0,2
2025-11-11,Nagaland,Longleng,Tier 3,1,0,1,0,1
2025-09-30,Bihar,Katihar,Tier 3,1,0,2,0,2
2025-07-01,Odisha,Nabarangapur,Tier 3,1,327,103,12,442
2025-07-01,Maharashtra,Amravati,Tier 2,1,523,148,13,684
2025-10-27,Arunachal Pradesh,East Siang,Tier 3,1,2,0,0,2
2025-09-19,Tripura,Khowai,Tier 3,1,1,2,0,3
2025-11-02,Madhya Pradesh,Pandhurna,Tier 3,1,1,0,0,1
2025-10-28,Gujarat,Arvalli,Tier 3,1,1,0,0,1
2025-11-14,Nagaland,Noklak,Tier 3,1,1,1,0,2
2025-09-02,Bihar,Paschim Champaran,Tier 3,1,3,0,0,3
2025-09-04,Delhi,New Delhi,Tier 1,1,1,0,0,1
2025-09-30,Madhya Pradesh,Katni,Tier 3,1,1,0,0,1
2025-11-01,West Bengal,Kalimpong,Tier 3,1,0,1,0,1
2025-09-07,Arunachal Pradesh,East Kameng,Tier 3,1,3,0,0,3
2025-10-22,Assam,Baksa,Tier 3,1,0,0,1,1
2025-11-04,Bihar,Bhojpur,Tier 3,1,0,1,0,1
2025-10-20,Odisha,Debagarh,Tier 3,1,1,0,0,1
2025-10-25,Nagaland,Niuland,Tier 3,1,0,1,0,1
2025-04-01,Maharashtra,Latur,Tier 3,1,229,42,23,294
2025-09-02,Arunachal Pradesh,East Kameng,Tier 3,1,2,2,0,4
2025-09-28,Nagaland,Longleng,Tier 3,1,0,1,0,1
2025-09-08,Dadra and Nagar Haveli and Daman and Diu,Diu,Tier 3,1,1,0,0,1
2025-11-18,Nagaland,Noklak,Tier 3,1,0,3,0,3
2025-09-02,Tripura,Khowai,Tier 3,3,5,0,1,6
2025-04-01,Gujarat,Tapi,Tier 3,1,68,12,13,93
2025-04-01,Uttar Pradesh,Amroha,Tier 3,1,434,135,11,580
2025-09-04,Arunachal Pradesh,Namsai,Tier 3,1,0,1,0,1
2025-09-26,Dadra and Nagar Haveli and Daman and Diu,Daman,Tier 3,1,1,0,0,1
2025-09-27,Telangana,Jayashankar Bhupalpally,Tier 3,2,2,0,0,2
2025-09-07,Haryana,Karnal,Tier 2,2,2,0,0,2
2025-09-12,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,2,2,0,4
2025-09-30,Maharashtra,Buldhana,Tier 3,1,0,1,0,1
2025-09-07,Tamil Nadu,The Nilgiris,Tier 3,1,1,0,0,1
2025-09-07,Tamil Nadu,Virudhunagar,Tier 3,1,0,1,0,1
2025-10-21,Nagaland,Tuensang,Tier 3,3,3,0,2,5
2025-09-30,Haryana,Charkhi Dadri,Tier 3,2,3,0,0,3
2025-10-28,Arunachal Pradesh,Papum Pare,Tier 3,4,1,4,0,5
2025-10-16,Nagaland,Zunheboto,Tier 3,3,1,9,0,10
2025-12-15,Chhattisgarh,Narayanpur,Tier 3,1,16,14,0,30
2025-10-21,Pondicherry,Karaikal,Tier 3,1,1,0,0,1
2025-06-01,Uttarakhand,Dehradun,Tier 2,1,160,80,54,294
2025-10-22,Telangana,Wanaparthy,Tier 3,1,1,0,0,1
2025-09-29,Madhya Pradesh,Burhanpur,Tier 3,3,5,1,0,6
2025-09-30,Rajasthan,Alwar,Tier 3,1,0,1,0,1
2025-09-14,Andhra Pradesh,Kakinada,Tier 2,1,1,0,0,1
2025-09-14,Madhya Pradesh,Ratlam,Tier 2,1,1,0,0,1
2025-09-23,Assam,Dibrugarh,Tier 3,1,1,0,0,1
2025-10-22,Kerala,Kozhikode,Tier 2,1,1,0,0,1
2025-11-12,Ladakh,Leh,Tier 3,1,2,0,0,2
2025-11-04,Rajasthan,Jalore,Tier 3,3,2,1,0,3
2025-11-19,Chhattisgarh,Gaurella Pendra Marwahi,Tier 3,3,3,0,1,4
2025-10-20,Nagaland,Mokokchung,Tier 3,1,0,1,0,1
2025-11-18,Mizoram,Champhai,Tier 3,4,6,0,0,6
2025-09-28,Uttarakhand,Nainital,Tier 3,1,1,0,0,1
2025-09-26,Himachal Pradesh,Lahaul and Spiti,Tier 3,1,1,0,0,1
2025-11-15,Meghalaya,South West Garo Hills,Tier 3,3,8,9,0,17
2025-11-13,Manipur,Chandel,Tier 3,2,3,3,0,6
2025-05-01,Punjab,Kapurthala,Tier 3,2,233,67,96,396
2025-09-02,Gujarat,Dang,Tier 3,3,28,9,1,38
2025-09-02,Nagaland,Wokha,Tier 3,2,3,12,0,15
2025-09-02,Assam,Bajali,Tier 3,1,1,0,0,1
2025-10-22,Kerala,Ernakulam,Tier 3,1,1,0,0,1
2025-12-22,Jammu and Kashmir,Shopian,Tier 3,1,34,0,0,34
2025-09-30,Kerala,Kollam,Tier 2,2,0,2,0,2
2025-10-17,Arunachal Pradesh,Namsai,Tier 3,1,1,2,0,3
2025-09-07,Assam,Bongaigaon,Tier 3,4,12,3,0,15
2025-10-29,Tripura,Dhalai,Tier 3,3,5,2,0,7
2025-09-12,Nagaland,Wokha,Tier 3,1,1,2,1,4
2025-10-18,Andhra Pradesh,Bapatla,Tier 3,2,2,0,0,2
2025-11-09,Nagaland,Chumukedima,Tier 3,1,0,1,0,1
2025-09-29,Haryana,Hisar,Tier 3,5,9,0,0,9
2025-09-30,Assam,Dhemaji,Tier 3,1,0,1,0,1
2025-05-01,Uttar Pradesh,Budaun,Tier 3,1,222,228,11,461
2025-09-05,Meghalaya,West Garo Hills,Tier 3,8,14,25,8,47
2025-09-05,Gujarat,Jamnagar,Tier 2,1,1,0,0,1
2025-09-09,Arunachal Pradesh,East Siang,Tier 3,2,4,2,0,6
2025-09-20,Chhattisgarh,Gaurella Pendra Marwahi,Tier 3,1,1,1,0,2
2025-09-28,Uttarakhand,Uttarkashi,Tier 3,1,1,0,0,1
2025-09-13,Meghalaya,North Garo Hills,Tier 3,2,4,13,0,17
2025-10-27,Arunachal Pradesh,Dibang Valley,Tier 3,1,1,0,0,1
2025-11-09,Arunachal Pradesh,East Kameng,Tier 3,1,2,3,0,5
2025-09-14,Himachal Pradesh,Mandi,Tier 3,2,2,0,0,2
2025-10-23,Bihar,Kaimur (Bhabua),Tier 3,1,0,0,1,1
2025-09-14,Odisha,Malkangiri,Tier 3,1,3,0,0,3
2025-09-18,Delhi,East Delhi,Tier 1,9,50,18,2,70
2025-10-20,Delhi,North Delhi,Tier 1,3,3,0,1,4
2025-12-29,Arunachal Pradesh,Shi-yomi,Tier 3,1,0,1,0,1
2025-10-17,Jammu and Kashmir,Samba,Tier 3,7,25,4,0,29
2025-11-03,Jammu and Kashmir,Reasi,Tier 3,3,8,5,0,13
2025-09-24,Nagaland,Longleng,Tier 3,1,0,7,0,7
2025-09-27,Nagaland,Zunheboto,Tier 3,1,2,1,0,3
2025-09-12,Arunachal Pradesh,Namsai,Tier 3,1,3,1,0,4
2025-11-11,Tripura,Khowai,Tier 3,1,1,0,0,1
2025-11-08,Andhra Pradesh,Parvathipuram Manyam,Tier 3,3,4,0,0,4
2025-11-04,Uttar Pradesh,Bijnor,Tier 3,3,2,1,0,3
2025-11-04,Tamil Nadu,Kancheepuram,Tier 3,1,1,0,0,1
2025-11-18,Delhi,Central Delhi,Tier 1,6,23,5,1,29
2025-11-04,Assam,Kamrup,Tier 3,1,1,0,0,1
2025-07-01,Rajasthan,Tonk,Tier 3,1,635,332,19,986
2025-09-01,Mizoram,Saitual,Tier 3,1,0,0,1,1
2025-09-26,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,1,0,0,1
2025-10-31,Mizoram,Lawngtlai,Tier 3,1,2,0,0,2
2025-03-09,West Bengal,Cooch Behar,Tier 3,1,19,12,19,50
2025-09-05,Gujarat,Arvalli,Tier 3,1,2,0,0,2
2025-09-14,Odisha,Boudh,Tier 3,2,3,0,0,3
2025-10-26,Nagaland,Tuensang,Tier 3,2,3,11,0,14
2025-10-19,Punjab,Bathinda,Tier 3,10,31,2,0,33
2025-09-21,Gujarat,Dang,Tier 3,1,1,0,0,1
2025-09-14,Karnataka,Kolar,Tier 3,4,3,1,0,4
2025-05-01,Assam,Lakhimpur,Tier 3,6,404,216,127,747
2025-11-01,Arunachal Pradesh,Lohit,Tier 3,1,1,0,0,1
2025-09-17,Arunachal Pradesh,Siang,Tier 3,1,1,1,0,2
2025-09-26,Nagaland,Chumukedima,Tier 3,1,0,1,1,2
2025-09-29,Mizoram,Kolasib,Tier 3,1,1,1,0,2
2025-10-15,Arunachal Pradesh,Dibang Valley,Tier 3,1,1,0,0,1
2025-10-30,Jammu and Kashmir,Ramban,Tier 3,5,63,32,0,95
2025-12-28,Andhra Pradesh,Bapatla,Tier 3,5,3,2,0,5
2025-12-28,Chhattisgarh,Mungeli,Tier 3,2,7,0,0,7
2025-10-19,Tamil Nadu,Ranipet,Tier 3,1,1,0,0,1
2025-10-23,Karnataka,Shivamogga,Tier 3,1,1,0,0,1
