DATE,STATE,DISTRICT,CITY_TIER,PINCODE_COUNT,DEMO_AGE_5_17,DEMO_AGE_17_PLUS,TOTAL_DEMO_COUNT
2025-11-19,Chhattisgarh,Janjgir-Champa,Tier 3,19,48,694,742
2025-09-07,Haryana,Gurugram,Tier 3,20,17,213,230
2025-09-19,Haryana,Yamunanagar,Tier 3,12,42,265,307
2025-11-03,Jharkhand,East Singhbum,Tier 3,26,49,719,768
2025-12-09,Jharkhand,East Singhbum,Tier 3,27,35,445,480
2025-10-17,Jharkhand,West Singhbum,Tier 3,18,47,957,1004
2025-12-19,Karnataka,Bengaluru Urban,Tier 3,110,172,1739,1911
2025-10-13,Karnataka,Hassan,Tier 3,31,10,160,170
2025-10-31,Karnataka,Hassan,Tier 3,38,67,424,491
2025-09-12,Karnataka,Vijayapura,Tier 2,46,106,609,715
2025-11-01,Karnataka,Vijayapura,Tier 2,43,88,365,453
2025-09-05,Karnataka,Kalaburagi,Tier 2,32,41,145,186
2025-09-04,Karnataka,Kalaburagi,Tier 2,36,44,234,278
2025-09-06,Bihar,Chhatrapati Sambhajinagar,Tier 3,27,129,1522,1651
2025-12-12,Odisha,Baleshwar,Tier 3,51,96,418,514
2025-09-05,Uttar Pradesh,Raebareli,Tier 3,33,84,467,551
2025-12-12,West Bengal,Cooch Behar,Tier 3,41,64,775,839
2025-12-06,West Bengal,South 24 Parganas,Tier 3,71,217,2500,2717
2025-05-01,Karnataka,Haveri,Tier 3,5,792,3177,3969
2025-06-01,Andhra Pradesh,Chittoor,Tier 3,9,2064,8992,11056
2025-10-13,Tamil Nadu,Dharmapuri,Tier 3,26,12,110,122
2025-09-01,Bihar,Sitamarhi,Tier 3,21,146,1285,1431
2025-09-01,Uttar Pradesh,Hardoi,Tier 3,15,222,1190,1412
2025-09-03,Telangana,Adilabad,Tier 3,45,49,679,728
2025-11-03,Gujarat,Valsad,Tier 3,26,59,359,418
2025-11-05,Gujarat,Gandhinagar,Tier 3,27,26,170,196
2025-11-06,Bihar,Sitamarhi,Tier 3,14,67,796,863
2025-09-03,Odisha,Kandhamal,Tier 3,18,14,201,215
2025-11-07,Chhattisgarh,Koriya,Tier 3,11,28,194,222
2025-09-05,Gujarat,Patan,Tier 3,16,7,118,125
2025-09-05,Gujarat,Surat,Tier 2,52,87,929,1016
2025-09-06,Madhya Pradesh,Seoni,Tier 3,10,19,113,132
2025-11-08,Himachal Pradesh,Shimla,Tier 2,28,16,82,98
2025-11-07,Uttar Pradesh,Mahoba,Tier 3,9,26,458,484
2025-11-09,Gujarat,Patan,Tier 3,9,11,41,52
2025-11-07,Uttar Pradesh,Bijnor,Tier 3,17,94,1403,1497
2025-09-07,Assam,Hailakandi,Tier 3,7,7,40,47
2025-09-07,Assam,Nalbari,Tier 3,17,10,62,72
2025-09-07,Assam,Sonitpur,Tier 3,18,12,219,231
2025-09-07,Gujarat,Vadodara,Tier 2,38,14,113,127
2025-09-07,Uttar Pradesh,Ayodhya,Tier 3,36,58,278,336
2025-09-07,West Bengal,Darjeeling,Tier 3,25,15,203,218
2025-09-06,Telangana,Sangareddy,Tier 3,22,55,255,310
2025-11-08,Madhya Pradesh,Jhabua,Tier 3,6,11,140,151
2025-11-08,Uttar Pradesh,Mirzapur,Tier 3,19,72,636,708
2025-11-08,Telangana,Nizamabad,Tier 3,49,181,555,736
2025-11-07,Uttar Pradesh,Mainpuri,Tier 3,14,55,518,573
2025-09-09,Uttar Pradesh,Prayagraj,Tier 2,46,515,2607,3122
2025-09-09,Uttarakhand,Chamoli,Tier 3,15,16,107,123
2025-09-09,Rajasthan,Alwar,Tier 3,39,157,907,1064
2025-09-08,Uttar Pradesh,Muzaffarnagar,Tier 3,25,198,1164,1362
2025-11-10,Uttar Pradesh,Aligarh,Tier 2,37,131,1716,1847
2025-11-10,Rajasthan,Barmer,Tier 3,27,68,477,545
2025-11-10,Andhra Pradesh,Chittoor,Tier 3,94,181,1016,1197
2025-10-25,Maharashtra,Sindhudurg,Tier 3,34,9,538,547
2025-10-25,Rajasthan,Banswara,Tier 3,18,31,568,599
2025-09-12,Maharashtra,Nashik,Tier 2,74,182,1041,1223
2025-11-13,Madhya Pradesh,Dindori,Tier 3,5,10,57,67
2025-09-14,Andhra Pradesh,Prakasam,Tier 3,30,6,58,64
2025-09-14,Jharkhand,Dhanbad,Tier 2,32,32,184,216
2025-09-14,Jharkhand,Ramgarh,Tier 3,13,6,83,89
2025-09-13,Telangana,Nagarkurnool,Tier 3,12,8,67,75
2025-09-13,West Bengal,Darjeeling,Tier 3,44,9,361,370
2025-11-14,Madhya Pradesh,Chhindwara,Tier 3,24,20,271,291
2025-11-13,Assam,Lakhimpur,Tier 3,8,6,199,205
2025-09-14,Madhya Pradesh,Satna,Tier 3,14,2,60,62
2025-09-14,Tamil Nadu,Tirunelveli,Tier 2,19,6,26,32
2025-09-16,Uttarakhand,Almora,Tier 3,24,23,134,157
2025-09-16,Jammu and Kashmir,Kishtwar,Tier 3,2,1,23,24
2025-11-05,Karnataka,Bengaluru South,Tier 3,15,13,90,103
2025-09-15,Gujarat,Narmada,Tier 3,12,27,114,141
2025-10-30,Uttar Pradesh,Hardoi,Tier 3,19,84,1023,1107
2025-09-17,Maharashtra,Satara,Tier 3,73,81,652,733
2025-10-30,Madhya Pradesh,Raisen,Tier 3,17,17,221,238
2025-11-18,Jammu and Kashmir,Udhampur,Tier 3,17,3,158,161
2025-09-19,Gujarat,Devbhumi Dwarka,Tier 3,14,10,69,79
2025-09-18,Uttarakhand,Pauri Garhwal,Tier 3,31,16,166,182
2025-12-27,West Bengal,Cooch Behar,Tier 3,31,49,726,775
2025-11-03,Madhya Pradesh,Rajgarh,Tier 3,12,64,246,310
2025-12-03,Karnataka,Shivamogga,Tier 3,51,66,531,597
2025-12-03,Punjab,Hoshiarpur,Tier 3,42,18,364,382
2025-11-12,Bihar,Patna,Tier 2,22,169,1597,1766
2025-11-17,Andhra Pradesh,West Godavari,Tier 3,90,79,799,878
2025-12-19,Rajasthan,Sirohi,Tier 3,15,37,308,345
2025-03-01,Maharashtra,Dharashiv,Tier 3,15,636,15468,16104
2025-09-19,Uttar Pradesh,Mathura,Tier 2,25,165,798,963
2025-11-04,Gujarat,Bhavnagar,Tier 2,35,91,700,791
2025-09-01,Maharashtra,Nanded,Tier 2,35,48,618,666
2025-10-13,Telangana,Nalgonda,Tier 3,56,29,511,540
2025-09-20,Uttar Pradesh,Aligarh,Tier 2,31,193,1439,1632
2025-09-14,Madhya Pradesh,Ratlam,Tier 2,8,2,24,26
2025-10-15,Punjab,Bathinda,Tier 3,15,15,256,271
2025-12-03,Kerala,Wayanad,Tier 3,19,26,278,304
2025-12-04,Maharashtra,Sangli,Tier 2,51,39,948,987
2025-12-04,Gujarat,Kachchh,Tier 3,50,92,816,908
2025-10-15,Karnataka,Chitradurga,Tier 3,29,36,360,396
2025-10-20,Rajasthan,Hanumangarh,Tier 3,12,9,53,62
2025-10-20,Tripura,West Tripura,Tier 3,20,1,55,56
2025-09-03,Gujarat,Ahmedabad,Tier 1,64,148,1833,1981
2025-10-16,Rajasthan,Rajsamand,Tier 3,28,50,301,351
2025-10-18,Madhya Pradesh,Ashok Nagar,Tier 3,6,18,159,177
2025-10-17,Tamil Nadu,Coimbatore,Tier 2,38,52,380,432
2025-10-26,Maharashtra,Amravati,Tier 2,23,20,573,593
2025-10-26,Maharashtra,Gondiya,Tier 3,10,22,760,782
2025-10-26,Assam,Barpeta,Tier 3,20,71,770,841
2025-12-27,Madhya Pradesh,Satna,Tier 3,25,100,587,687
2025-12-08,Jammu and Kashmir,Jammu,Tier 2,40,27,434,461
2025-12-07,Maharashtra,Chandrapur,Tier 3,13,3,67,70
2025-12-06,Uttar Pradesh,Farrukhabad,Tier 3,14,27,536,563
2025-12-07,Rajasthan,Dholpur,Tier 3,7,15,71,86
2025-11-13,Bihar,Bhojpur,Tier 3,22,88,673,761
2025-11-13,Bihar,Bhagalpur,Tier 3,11,80,448,528
2025-09-05,Punjab,Amritsar,Tier 2,35,62,697,759
2025-12-18,Bihar,Banka,Tier 3,18,9,122,131
2025-12-08,Maharashtra,Dhule,Tier 2,18,52,563,615
2025-12-09,Andhra Pradesh,Tirupati,Tier 3,22,14,94,108
2025-10-21,Haryana,Fatehabad,Tier 3,8,7,22,29
2025-11-28,Maharashtra,Jalna,Tier 3,22,44,1005,1049
2025-12-10,Assam,Dhemaji,Tier 3,10,23,237,260
2025-10-21,Kerala,Pathanamthitta,Tier 3,40,8,63,71
2025-10-24,Manipur,Senapati,Tier 3,21,121,308,429
2025-12-10,Chhattisgarh,Sakti,Tier 3,6,8,45,53
2025-10-22,Assam,Darrang,Tier 3,10,3,14,17
2025-10-24,Punjab,Moga,Tier 3,22,16,241,257
2025-12-13,Bihar,Bhojpur,Tier 3,34,132,1082,1214
2025-12-13,Tamil Nadu,Perambalur,Tier 3,9,13,49,62
2025-12-13,Uttar Pradesh,Lucknow,Tier 2,29,117,1284,1401
2025-09-16,Madhya Pradesh,Maihar,Tier 3,7,4,43,47
2025-11-19,Odisha,Nayagarh,Tier 3,20,17,127,144
2025-12-12,Uttar Pradesh,Jhansi,Tier 2,23,43,759,802
2025-12-14,Kerala,Ernakulam,Tier 3,69,17,280,297
2025-09-08,Uttar Pradesh,Sultanpur,Tier 3,32,366,1561,1927
2025-12-23,Bihar,Begusarai,Tier 3,32,173,1289,1462
2025-09-03,Madhya Pradesh,Narsinghpur,Tier 3,15,18,107,125
2025-11-17,Jammu and Kashmir,Pulwama,Tier 3,8,31,121,152
2025-12-18,Tamil Nadu,Tiruchirappalli,Tier 2,24,4,34,38
2025-10-19,Assam,Dhemaji,Tier 3,7,8,108,116
2025-09-08,Assam,Goalpara,Tier 3,9,43,295,338
2025-11-06,Tamil Nadu,Ramanathapuram,Tier 3,38,90,353,443
2025-11-11,Uttar Pradesh,Mathura,Tier 2,15,65,531,596
2025-11-17,Uttar Pradesh,Maharajganj,Tier 3,11,40,669,709
2025-09-15,Assam,Golaghat,Tier 3,19,22,323,345
2025-10-15,Uttar Pradesh,Firozabad,Tier 3,19,116,844,960
2025-09-03,Uttar Pradesh,Saharanpur,Tier 2,15,83,464,547
2025-11-29,Odisha,Jharsuguda,Tier 3,13,12,71,83
2025-12-28,Gujarat,Patan,Tier 3,11,22,120,142
2025-10-31,Haryana,Mahendragarh,Tier 3,4,10,79,89
2025-10-31,Uttar Pradesh,Banda,Tier 3,8,30,505,535
2025-10-31,West Bengal,Birbhum,Tier 3,49,153,2588,2741
2025-09-05,Bihar,Nalanda,Tier 3,31,83,4338,4421
2025-12-04,Rajasthan,Rajsamand,Tier 3,22,33,404,437
2025-12-27,Gujarat,Banaskantha,Tier 3,27,82,648,730
2025-10-24,Tamil Nadu,Chengalpattu,Tier 3,28,26,228,254
2025-11-04,Himachal Pradesh,Bilaspur,Tier 2,13,5,44,49
2025-11-28,Uttar Pradesh,Siddharthnagar,Tier 3,15,76,1256,1332
2025-09-08,Bihar,Banka,Tier 3,29,54,1557,1611
2025-09-19,Assam,Chirang,Tier 3,11,9,95,104
2025-12-10,Kerala,Thrissur,Tier 2,97,36,550,586
2025-12-22,Bihar,Jamui,Tier 3,12,23,324,347
2025-11-06,Kerala,Alappuzha,Tier 3,83,44,584,628
2025-12-13,Madhya Pradesh,Bhind,Tier 3,20,99,556,655
2025-10-20,Gujarat,Botad,Tier 3,6,10,32,42
2025-11-03,Rajasthan,Churu,Tier 3,25,89,551,640
2025-12-16,Assam,Tinsukia,Tier 3,22,15,375,390
2025-12-16,Chhattisgarh,Rajnandgaon,Tier 3,13,80,1164,1244
2025-09-06,Gujarat,Kheda,Tier 3,23,39,294,333
2025-09-17,Bihar,Arwal,Tier 3,9,9,150,159
2025-12-19,Uttar Pradesh,Hathras,Tier 3,15,58,590,648
2025-11-05,Uttar Pradesh,Aligarh,Tier 2,22,105,724,829
2025-12-20,Assam,Hailakandi,Tier 3,14,17,158,175
2025-09-17,Uttar Pradesh,Bulandshahr,Tier 3,42,315,1485,1800
2025-09-15,Assam,Tinsukia,Tier 3,27,21,459,480
2025-10-25,Haryana,Ambala,Tier 3,13,25,198,223
2025-09-03,Maharashtra,Gondiya,Tier 3,12,22,215,237
2025-10-15,Haryana,Panchkula,Tier 3,13,30,222,252
2025-11-05,Punjab,Shaheed Bhagat Singh Nagar,Tier 3,21,7,37,44
2025-11-12,Gujarat,Sabarkantha,Tier 3,29,32,304,336
2025-11-13,Jammu and Kashmir,Udhampur,Tier 3,8,3,52,55
2025-11-13,Tamil Nadu,Ramanathapuram,Tier 3,34,61,180,241
2025-09-12,Tamil Nadu,Madurai,Tier 2,56,146,876,1022
2025-10-17,Tamil Nadu,Thoothukkudi,Tier 3,41,50,146,196
2025-09-07,Madhya Pradesh,Satna,Tier 3,15,5,133,138
2025-09-16,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Tier 3,35,14,129,143
2025-11-17,West Bengal,Birbhum,Tier 3,15,28,332,360
2025-09-15,West Bengal,Kolkata,Tier 1,50,32,1086,1118
2025-12-12,Rajasthan,Ajmer,Tier 2,53,130,899,1029
2025-11-12,Bihar,Saran,Tier 3,32,187,2274,2461
2025-09-13,Tamil Nadu,Kancheepuram,Tier 3,95,439,1069,1508
2025-12-14,Telangana,Jogulamba Gadwal,Tier 3,7,34,115,149
2025-12-15,Himachal Pradesh,Mandi,Tier 3,33,12,112,124
2025-12-05,Andhra Pradesh,Tirupati,Tier 3,25,25,91,116
2025-12-01,Bihar,Samastipur,Tier 3,30,123,1157,1280
2025-10-29,Chhattisgarh,Jashpur,Tier 3,14,52,773,825
2025-10-29,Gujarat,Gandhinagar,Tier 3,32,11,213,224
2025-10-28,Uttar Pradesh,Sambhal,Tier 3,9,24,290,314
2025-12-16,Karnataka,Dharwad,Tier 3,37,62,392,454
2025-12-19,Karnataka,Udupi,Tier 3,49,40,247,287
2025-12-03,Rajasthan,Hanumangarh,Tier 3,15,50,464,514
2025-11-25,Maharashtra,Amravati,Tier 2,29,27,484,511
2025-11-26,Gujarat,Tapi,Tier 3,17,5,63,68
2025-11-18,Gujarat,Navsari,Tier 3,31,36,243,279
2025-12-12,Madhya Pradesh,Ratlam,Tier 2,13,50,391,441
2025-12-26,Odisha,Khordha,Tier 3,53,74,559,633
2025-09-19,Odisha,Bhadrak,Tier 3,29,37,221,258
2025-11-03,Rajasthan,Deeg ,Tier 3,9,4,25,29
2025-11-10,Telangana,Hyderabad,Tier 1,63,228,1137,1365
2025-12-06,Odisha,Kendrapara,Tier 3,27,52,217,269
2025-12-07,Uttar Pradesh,Prayagraj,Tier 2,44,75,841,916
2025-11-25,Bihar,Jamui,Tier 3,8,6,57,63
2025-12-07,West Bengal,Uttar Dinajpur,Tier 3,20,40,584,624
2025-11-29,Rajasthan,Chittorgarh,Tier 3,20,18,200,218
2025-11-06,Maharashtra,Jalgaon,Tier 2,61,125,4901,5026
2025-12-14,Assam,Nalbari,Tier 3,25,11,159,170
2025-12-14,Bihar,Banka,Tier 3,21,58,477,535
2025-12-14,Chhattisgarh,Korba,Tier 3,14,25,309,334
2025-12-16,Chhattisgarh,Korba,Tier 3,18,40,742,782
2025-11-26,Jharkhand,Ramgarh,Tier 3,17,6,158,164
2025-12-21,Bihar,Patna,Tier 2,23,44,455,499
2025-12-25,Maharashtra,Nagpur,Tier 2,42,102,921,1023
2025-12-15,Jammu and Kashmir,Rajouri,Tier 3,11,18,106,124
2025-12-24,Jharkhand,Hazaribagh,Tier 3,14,68,327,395
2025-12-25,Tamil Nadu,Tiruppur,Tier 3,38,68,315,383
2025-12-25,Telangana,Narayanpet,Tier 3,10,17,126,143
2025-11-18,Telangana,Jagitial,Tier 3,17,13,58,71
2025-10-27,Gujarat,Bharuch,Tier 3,14,1,50,51
2025-03-01,Uttarakhand,Chamoli,Tier 3,12,338,4127,4465
2025-10-31,Punjab,Amritsar,Tier 2,31,39,767,806
2025-10-31,Rajasthan,Rajsamand,Tier 3,23,19,347,366
2025-12-09,Gujarat,Ahmedabad,Tier 1,68,140,1590,1730
2025-09-04,Uttar Pradesh,Sant Kabir Nagar,Tier 3,15,157,602,759
2025-09-06,Andhra Pradesh,Parvathipuram Manyam,Tier 3,20,16,94,110
2025-09-18,West Bengal,Paschim Medinipur,Tier 3,69,168,2321,2489
2025-09-08,Assam,Dhubri,Tier 3,18,71,659,730
2025-09-07,Odisha,Baleshwar,Tier 3,28,9,74,83
2025-09-07,Madhya Pradesh,Ujjain,Tier 2,14,6,35,41
2025-11-02,Punjab,Gurdaspur,Tier 3,21,1,102,103
2025-09-03,Madhya Pradesh,Mandla,Tier 3,11,32,175,207
2025-09-10,Chandigarh,Chandigarh,Tier 2,17,20,239,259
2025-09-10,Gujarat,Anand,Tier 2,41,33,410,443
2025-11-04,Madhya Pradesh,Anuppur,Tier 3,12,23,178,201
2025-11-13,Kerala,Kozhikode,Tier 2,38,40,425,465
2025-10-31,Madhya Pradesh,Mandsaur,Tier 3,15,25,356,381
2025-11-04,Jharkhand,Giridih,Tier 3,15,82,789,871
2025-11-26,Rajasthan,Karauli,Tier 3,25,33,225,258
2025-11-27,Gujarat,Porbandar,Tier 3,14,7,225,232
2025-11-16,Andhra Pradesh,Palnadu,Tier 3,30,20,106,126
2025-11-27,Gujarat,Gir Somnath,Tier 3,15,23,107,130
2025-11-28,Tamil Nadu,Ariyalur,Tier 3,27,67,239,306
2025-11-08,Gujarat,Arvalli,Tier 3,16,24,69,93
2025-12-18,Andhra Pradesh,Eluru,Tier 3,8,0,7,7
2025-11-26,West Bengal,Cooch Behar,Tier 3,37,46,722,768
2025-12-02,Tripura,Dhalai,Tier 3,7,23,247,270
2025-11-12,Madhya Pradesh,Satna,Tier 3,21,43,345,388
2025-12-06,Tamil Nadu,Tiruchirappalli,Tier 2,17,21,112,133
2025-11-28,Mizoram,Kolasib,Tier 3,5,3,13,16
2025-12-21,Karnataka,Bidar,Tier 3,25,34,121,155
2025-12-20,Maharashtra,Nanded,Tier 2,23,37,413,450
2025-12-16,Chhattisgarh,Koriya,Tier 3,14,10,464,474
2025-11-29,Andhra Pradesh,Annamayya,Tier 3,37,48,229,277
2025-12-03,Andhra Pradesh,NTR,Tier 3,33,41,281,322
2025-12-24,Uttar Pradesh,Gorakhpur,Tier 2,20,128,1200,1328
2025-12-24,Karnataka,Yadgir,Tier 3,19,52,272,324
2025-12-25,Assam,Sonitpur,Tier 3,19,26,280,306
2025-11-08,Haryana,Gurugram,Tier 3,27,82,710,792
2025-12-26,Tamil Nadu,Dharmapuri,Tier 3,24,111,394,505
2025-12-27,Karnataka,Gadag,Tier 3,21,44,209,253
2025-12-26,Maharashtra,Satara,Tier 3,47,52,1358,1410
2025-12-28,Gujarat,Junagadh,Tier 3,29,22,127,149
2025-10-18,Kerala,Kasaragod,Tier 3,22,22,187,209
2025-12-29,Karnataka,Kalaburagi,Tier 2,25,23,149,172
2025-09-18,Karnataka,Kalaburagi,Tier 2,41,70,377,447
2025-11-13,Maharashtra,Dharashiv,Tier 3,23,22,2775,2797
2025-11-28,Maharashtra,Dharashiv,Tier 3,21,23,1189,1212
2025-09-04,Odisha,Baleshwar,Tier 3,49,58,356,414
2025-12-10,Odisha,Jagatsinghpur,Tier 3,26,25,130,155
2025-11-14,Odisha,Jajpur,Tier 3,34,34,187,221
2025-12-28,Odisha,Khordha,Tier 3,52,92,457,549
2025-11-09,Odisha,Khordha,Tier 3,20,7,53,60
2025-09-05,Tamil Nadu,Viluppuram,Tier 3,53,21,131,152
2025-12-28,Tamil Nadu,Cuddalore,Tier 3,49,98,381,479
2025-09-14,Tamil Nadu,Cuddalore,Tier 3,27,15,60,75
2025-09-03,Tamil Nadu,Cuddalore,Tier 3,51,104,605,709
2025-10-24,Rajasthan,Jhunjhunu,Tier 3,40,56,416,472
2025-11-10,Uttar Pradesh,Raebareli,Tier 3,43,76,1095,1171
2025-12-15,Uttar Pradesh,Raebareli,Tier 3,43,125,1664,1789
2025-10-28,Karnataka,Chikkamagaluru,Tier 3,29,15,164,179
2025-12-25,Punjab,S.A.S Nagar,Tier 3,16,10,128,138
2025-12-28,Odisha,Kandhamal,Tier 3,20,27,86,113
2025-11-15,Karnataka,Bengaluru Rural,Tier 3,15,41,309,350
2025-11-11,Karnataka,Bengaluru Rural,Tier 3,12,34,312,346
2025-09-20,Uttar Pradesh,Unnao,Tier 3,26,117,1051,1168
2025-10-13,Chhattisgarh,Jashpur,Tier 3,11,9,266,275
2025-10-13,Rajasthan,Sirohi,Tier 3,19,13,154,167
2025-09-01,Haryana,Hisar,Tier 3,14,30,288,318
2025-11-03,Uttar Pradesh,Kushinagar,Tier 3,9,73,625,698
2025-11-04,Gujarat,Chhotaudepur,Tier 3,11,10,93,103
2025-10-13,Uttar Pradesh,Rampur,Tier 3,9,16,357,373
2025-09-02,Uttar Pradesh,Shamli,Tier 3,7,65,380,445
2025-11-04,Jammu and Kashmir,Reasi,Tier 3,3,2,12,14
2025-11-03,Chhattisgarh,Raipur,Tier 2,26,137,587,724
2025-11-05,Gujarat,Kachchh,Tier 3,25,34,191,225
2025-11-04,Gujarat,Surendranagar,Tier 3,16,14,244,258
2025-09-02,Rajasthan,Bhilwara,Tier 3,16,30,163,193
2025-09-03,Uttar Pradesh,Basti,Tier 3,19,130,571,701
2025-09-04,Haryana,Hisar,Tier 3,12,39,190,229
2025-09-06,Assam,Sonitpur,Tier 3,39,53,405,458
2025-09-06,Goa,North Goa,Tier 3,29,6,99,105
2025-11-09,Jharkhand,Ranchi,Tier 2,21,45,195,240
2025-11-07,Chhattisgarh,Raipur,Tier 2,28,96,618,714
2025-09-08,Andhra Pradesh,Guntur,Tier 2,33,42,511,553
2025-09-08,Maharashtra,Nanded,Tier 2,35,65,717,782
2025-11-09,Kerala,Kollam,Tier 2,50,18,114,132
2025-11-10,Chhattisgarh,Jashpur,Tier 3,10,90,408,498
2025-11-10,Maharashtra,Dharashiv,Tier 3,27,34,3510,3544
2025-09-07,Odisha,Jagatsinghpur,Tier 3,13,3,17,20
2025-09-09,Chhattisgarh,Bemetara,Tier 3,8,44,582,626
2025-09-09,Andhra Pradesh,Sri Sathya Sai,Tier 3,28,11,144,155
2025-09-09,Tamil Nadu,Madurai,Tier 2,46,152,750,902
2025-09-08,Telangana,Peddapalli,Tier 3,17,4,152,156
2025-11-10,Uttar Pradesh,Shamli,Tier 3,10,35,605,640
2025-11-10,Punjab,Moga,Tier 3,21,6,145,151
2025-11-10,Rajasthan,Banswara,Tier 3,18,73,735,808
2025-10-23,Rajasthan,Bharatpur,Tier 3,16,11,48,59
2025-09-12,Jharkhand,Bokaro,Tier 3,27,36,336,372
2025-09-12,Odisha,Malkangiri,Tier 3,11,37,216,253
2025-09-11,Madhya Pradesh,Rajgarh,Tier 3,14,64,215,279
2025-11-13,Madhya Pradesh,Khandwa,Tier 3,8,11,60,71
2025-11-13,Madhya Pradesh,Shivpuri,Tier 3,6,13,114,127
2025-11-13,Maharashtra,Nanded,Tier 2,26,63,5340,5403
2025-11-12,Uttarakhand,Tehri Garhwal,Tier 3,17,20,252,272
2025-09-12,Uttar Pradesh,Baghpat,Tier 3,15,85,578,663
2025-09-13,Uttar Pradesh,Amethi,Tier 3,25,73,438,511
2025-09-14,Madhya Pradesh,Katni,Tier 3,9,1,39,40
2025-09-14,Rajasthan,Kota,Tier 2,18,26,145,171
2025-11-28,Tamil Nadu,Ranipet,Tier 3,11,1,20,21
2025-10-29,Telangana,Jagitial,Tier 3,9,4,33,37
2025-10-30,Telangana,Sangareddy,Tier 3,28,71,353,424
2025-11-17,Tripura,West Tripura,Tier 3,23,31,329,360
2025-12-28,Maharashtra,Buldhana,Tier 3,23,35,189,224
2025-09-18,Gujarat,Mahesana,Tier 3,32,39,288,327
2025-11-19,West Bengal,Bankura,Tier 3,36,35,766,801
2025-11-18,Telangana,Bhadradri Kothagudem,Tier 3,20,23,105,128
2025-09-20,Jharkhand,Garhwa,Tier 3,8,25,384,409
2025-12-03,Maharashtra,Thane,Tier 3,90,556,5506,6062
2025-11-13,Bihar,Darbhanga,Tier 3,24,75,1116,1191
2025-09-16,Rajasthan,Baran,Tier 3,12,52,486,538
2025-12-03,Bihar,Supaul,Tier 3,16,37,492,529
2025-12-03,Chhattisgarh,Gariyaband,Tier 3,7,0,59,59
2025-12-03,Gujarat,Bharuch,Tier 3,28,63,394,457
2025-12-03,Punjab,Tarn Taran,Tier 3,21,9,316,325
2025-12-19,Odisha,Kandhamal,Tier 3,17,35,118,153
2025-09-19,Karnataka,Davanagere,Tier 3,26,17,141,158
2025-10-26,Karnataka,Bengaluru Urban,Tier 3,91,203,1840,2043
2025-09-20,Uttar Pradesh,Amroha,Tier 3,12,57,500,557
2025-12-03,Madhya Pradesh,Betul,Tier 3,20,119,421,540
2025-12-13,Punjab,Gurdaspur,Tier 3,13,5,134,139
2025-12-27,Goa,South Goa,Tier 3,25,12,124,136
2025-10-15,Delhi,South Delhi,Tier 1,13,51,530,581
2025-12-04,Bihar,Supaul,Tier 3,23,70,987,1057
2025-12-04,Gujarat,Anand,Tier 2,55,49,487,536
2025-12-04,Uttarakhand,Bageshwar,Tier 3,12,7,84,91
2025-12-05,Uttar Pradesh,Bahraich,Tier 3,19,81,1075,1156
2025-12-06,Karnataka,Haveri,Tier 3,19,31,195,226
2025-12-06,Madhya Pradesh,Sagar,Tier 3,20,43,266,309
2025-10-18,Tamil Nadu,Madurai,Tier 2,11,13,77,90
2025-10-17,Tripura,Dhalai,Tier 3,11,14,171,185
2025-11-08,Kerala,Idukki,Tier 3,29,12,149,161
2025-12-07,Karnataka,Yadgir,Tier 3,17,25,82,107
2025-12-06,Telangana,Siddipet,Tier 3,14,10,93,103
2025-10-18,Bihar,Madhepura,Tier 3,7,78,1384,1462
2025-09-03,Odisha,Nayagarh,Tier 3,20,10,135,145
2025-12-07,Assam,Lakhimpur,Tier 3,12,15,112,127
2025-11-14,Chhattisgarh,Raipur,Tier 2,26,109,864,973
2025-11-13,Chandigarh,Chandigarh,Tier 2,12,14,162,176
2025-12-07,Bihar,Siwan,Tier 3,35,82,486,568
2025-12-07,Uttar Pradesh,Maharajganj,Tier 3,16,94,613,707
2025-12-18,Uttar Pradesh,Jhansi,Tier 2,14,3,93,96
2025-12-18,Madhya Pradesh,Katni,Tier 3,12,14,44,58
2025-12-08,Madhya Pradesh,Sidhi,Tier 3,11,56,399,455
2025-12-08,Uttar Pradesh,Kushinagar,Tier 3,19,186,1623,1809
2025-11-14,Punjab,Sangrur,Tier 3,15,8,231,239
2025-11-11,Haryana,Jhajjar,Tier 3,17,25,176,201
2025-11-11,Haryana,Panipat,Tier 3,12,13,110,123
2025-10-25,Kerala,Kottayam,Tier 3,79,17,487,504
2025-09-07,Telangana,Vikarabad,Tier 3,11,25,146,171
2025-12-21,Maharashtra,Dhule,Tier 2,20,27,135,162
2025-12-21,Punjab,Ludhiana,Tier 2,39,26,337,363
2025-12-21,Tamil Nadu,Chennai,Tier 1,70,126,1053,1179
2025-11-05,Jammu and Kashmir,Doda,Tier 3,9,11,42,53
2025-11-14,Maharashtra,Amravati,Tier 2,32,77,2851,2928
2025-10-24,Madhya Pradesh,Umaria,Tier 3,6,12,132,144
2025-11-04,Punjab,Barnala,Tier 3,10,8,134,142
2025-10-24,Gujarat,Dahod,Tier 2,15,22,98,120
2025-12-10,Jharkhand,Pakur,Tier 3,5,19,136,155
2025-09-20,Tamil Nadu,Tiruvannamalai,Tier 2,66,229,624,853
2025-12-13,Assam,Tinsukia,Tier 3,24,33,313,346
2025-12-22,Uttar Pradesh,Mirzapur,Tier 3,17,54,584,638
2025-12-13,Tripura,Unakoti,Tier 3,3,2,12,14
